#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Plxnb1	NM_172775	0.0	0	0	0
Atrip	NM_172774	0.0	0	0	0
Slc17a5	NM_172773	11.5467385194	101	0	8
Fam63b	NM_172772	0.0221721272097	1	0	0
Dmxl2	NM_172771	1.43007504866	43	0	4
Isy1	NM_133934	0.882393144148	4	0	0
Colec11	NM_027866	0.0	0	0	0
Tmem25	NM_027865	0.0	0	0	0
Galnt14	NM_027864	0.0	0	0	0
Atp5h	NM_027862	739.419872105	545	0	0
0610010F05Rik	NM_027860	0.0	0	0	0
Rnf215	NM_027859	0.0	0	0	0
Acy3	NM_027857	0.0	0	0	0
Rbm28	NM_133925	38.8458564847	433	0	70
Cyp2u1	NM_027816	0.0	0	0	0
9030624J02Rik	NM_027815	13.8600984991	138	1	25
Tbc1d10a	NM_134023	0.0	0	0	0
6330403K07Rik	NM_134022	0.0	0	0	0
Stx8	NM_018768	38.7204718269	396	13	8
Gpatch4	NM_001110809|NM_025663	38.0783460578	174	0	9
Cwf19l2	NM_027545	0.271046262404	3	2	0
Gpr173	NM_027543	0.0	0	0	0
Prpf3	NM_027541	19.2414665693	143	0	0
Kif16b	NM_001081133	53.3261220217	802	32	24
Zfp558	NM_028935	0.0	0	0	0
4930452B06Rik	NM_028934	0.0	0	0	0
Fam134c	NM_028933|NM_026501	0.738900515966	6	0	0
Crisp4	NM_030033	0.0	0	0	0
Sesn2	NM_144907	1.07615404925	8	0	0
Gm15772	NR_003373	0.0	0	0	0
Clasp1	NM_029709|NM_177548|NM_001081276	0.0237811801243	1	0	0
Zfhx4	NM_030708	0.0	0	0	0
Kank3	NM_030697	0.135591733141	1	0	0
Mir3062	NR_037222	0.0	0	0	0
Amy2a2|Amy2a3|Amy2a4|Amy2a5	NM_001160152|NM_001160150|NM_001160151|NM_001042711	0.0	0	0	0
Amy2a2|Amy2a3|Amy2a4|Amy2a5	NM_001160150|NM_001160152|NM_001160151|NM_001042711	0.0	0	0	0
Pik3r6	NM_001081566|NM_001004435	0.110812480637	1	0	0
Smpdl3a	NM_020561	4.9853241917	25	1	3
Aloxe3	NM_011786	0.0	0	0	0
Ace2	NM_001130513|NM_027286	0.0	0	0	0
Zkscan17	NM_001130529|NM_172941	5.98749165598	57	0	3
Serpina1f	NM_026687|NM_001164742	0.0	0	0	0
Tmem174	NM_026685	0.0	0	0	0
Mylpf	NM_016754	132.688992502	281	38	21
Lxn	NM_016753	0.654118426389	2	0	0
Slc35b1	NM_016752	10.8458307877	36	0	6
A030009H04Rik	NR_027827	0.0	0	0	0
Hnrnpm	NM_029804|NM_001109913	32.8310544971	225	0	0
B3gat1	NM_029792	0.0	0	0	0
Bicd2	NM_029791|NM_001039180|NM_001039179	6.85914577995	87	0	0
Lass2	NM_029789	283.021759338	1564	81	83
Pomgnt1	NM_029786|NM_026651	0.0	0	0	0
Morn1	NM_001081100	1.72016195108	8	0	0
Tmtc3	NM_001110013|NM_001033332	2.37985756845	28	3	7
Eif6	NM_010579	332.736552292	1363	154	206
Slc30a1	NM_009579	0.0	0	0	0
Itgb5	NM_010580|NM_001145884	67.2028330462	566	125	11
Itgb1	NM_010578	78.1741625742	918	88	0
Ikzf1	NM_009578|NM_001025597	0.0	0	0	0
Itga5	NM_010577	0.0	0	0	0
Mir467f	NR_035420	0.0	0	0	0
Mir1934	NR_035455	2.3496620072	1	0	0
Cfb	NM_001142706|NM_008198	0.0	0	0	0
Krt31	NM_010659	0.0	0	0	0
Krt10	NM_010660	0.341279144858	2	0	0
Akr1b3	NM_009658	0.0	0	0	0
Rplp1	NM_018853	2958.38111119	1243	0	0
Aldoc	NM_009657	0.0	0	0	0
Hivep3	NM_010657	0.0	0	0	0
BC096441	NM_001034097	0.0	0	0	0
BC096441	NM_001159503	0.0	0	0	0
Gaa	NM_001159324|NM_008064	10.1857124273	101	34	0
Ubr4	NM_001160319	4.86038955521	216	0	0
Gpr19	NM_008157|NM_001167699|NM_001167697|NM_001167696|NM_001167694|NM_001167693|NM_001167700|NM_001167695	0.0	0	0	0
Gpld1	NM_008156	0.0	0	0	0
G630025P09Rik	NR_027913	0.0	0	0	0
Hbp1	NM_153198|NM_177993	129.00701103	942	2	74
Slc25a31	NM_178386	0.0	0	0	0
4930451I11Rik	NM_183131	0.0	0	0	0
6030498E09Rik	NM_183126	0.0	0	0	0
Tbcc	NM_178385	43.9895485058	227	22	9
1110021L09Rik	NM_183116	0.0	0	0	0
Plscr3	NM_001168497|NM_023564|NR_033133	0.0	0	0	0
Tmem95	NM_001195710	0.0	0	0	0
2610018G03Rik	NM_133729	0.178306852268	1	0	0
Krt25	NM_133730	0.0	0	0	0
Asnsd1	NM_133728	31.0938605619	199	1	0
Neurl4	NM_001013414	0.0	0	0	0
Ripk3	NM_001164108|NM_001164107|NM_019955	0.0	0	0	0
Polr3e	NM_001164096|NM_025298	8.52595575429	82	9	0
100043387	NM_001099327	0.0	0	0	0
100043387	NM_001099327	0.0	0	0	0
Crebzf	NM_145151	0.0	0	0	0
Prc1	NM_145150	96.2395808427	748	37	10
Slco5a1	NM_172841	0.0	0	0	0
Gtpbp6	NM_145147	0.0	0	0	0
Arhgap8	NM_001205334|NM_001164627|NM_028455|NM_001164628	0.0	0	0	0
Rabggtb	NR_028095|NM_001163479|NM_011231|NR_028097|NR_028098|NM_001163478|NR_028096|NR_028094	317.601208786	1090	40	206
Ntng1	NM_001163349|NM_001163348|NM_030699|NM_133488|NM_001163350|NM_001163351	0.0	0	0	0
Mir324	NR_029758	0.0	0	0	0
Trim55	NM_001081281	0.0	0	0	0
D130043K22Rik	NM_001081051	0.0	0	0	0
Bhlhb9	NM_001098222|NM_198161	0.0	0	0	0
Trerf1	NM_001097623|NM_172622	0.0	0	0	0
Krtap8-2	NM_010676	0.0	0	0	0
Aoc3	NM_009675	0.0	0	0	0
Prdx2	NM_011563	187.960293934	391	0	0
Akr1c13	NM_013778	0.0	0	0	0
Mir497	NR_030444	0.0	0	0	0
Mms22l	NM_199467	97.0730123125	1213	126	32
Fbxo44	NM_001161851|NM_173401|NM_001161852	0.0	0	0	0
Csde1	NM_001161854|NM_144901	221.988126894	1962	52	96
Tmprss5	NM_030709	0.0	0	0	0
Nt5c1a	NM_001085502	0.0	0	0	0
Ndufa4	NM_010886	973.270404809	1205	138	33
Cel	NM_009885	0.0	0	0	0
Pelp1	NM_029231	14.5870296005	141	0	27
Ncr1	NM_010746	0.0	0	0	0
Olfr157	NM_019475	0.0	0	0	0
Olfr156	NM_019474	0.0	0	0	0
Med11	NM_025397	95.2128505593	237	59	23
Dennd1b	NM_001166501|NM_181347	0.0	0	0	0
Tm4sf5	NM_029360	0.0	0	0	0
Gltpd2	NM_146020	0.0	0	0	0
Lrrfip1	NM_001111312|NM_001111311|NM_008515	0.578102527341	5	0	0
Sult2a1	NM_001111296	0.0	0	0	0
Caprin1	NM_001111290|NM_001111289|NM_016739|NM_001111292|NM_001111291	148.115030533	2241	44	0
Clcc1	NM_145543|NM_001177771|NM_001177770	0.635558268333	3	0	0
Gm13138	NM_001177767	0.0	0	0	0
Gm13138	NM_001177767	0.0	0	0	0
Nutf2	NM_026532	0.166425267984	1	0	0
Aen	NM_026531|NM_001162939	0.0	0	0	0
Chac2	NM_026527	0.0	0	0	0
Pth2	NM_053256	0.0	0	0	0
Tmem178	NM_026516	0.0	0	0	0
4930544D05Rik	NM_001145537	0.0	0	0	0
Dctn1	NM_001198866|NM_001198867|NM_007835	0.0951558692346	1	0	0
Ctbp1	NM_001198861|NM_001198860|NM_013502|NM_001198859	0.0	0	0	0
Tlcd1	NM_026708	94.0890376319	338	0	0
Rab14	NM_026697	48.3077363717	368	0	13
Clta	NM_016760|NM_001080385|NM_001080384|NM_001080386	516.601858111	1555	42	60
Gabarapl2	NM_026693	2971.1726045	782	669	235
Rundc3a	NM_016759	10.8173118822	61	0	0
Wbp1	NM_016757|NM_001083923|NM_001083922	0.0	0	0	0
Mul1	NM_026689	19.0440987121	199	0	0
Cdk2	NM_016756|NM_183417	2.26339819225	15	0	0
Rell1	NM_145923	0.0	0	0	0
Ces2b	NM_198171	0.0	0	0	0
Gdpd5	NM_201352	0.0	0	0	0
Trim47	NM_001205081|NM_172570	0.0	0	0	0
Jph2	NM_001205076|NM_021566	0.0	0	0	0
Rg9mtd2	NM_175389	21.5520722039	214	103	0
Lhfp	NM_175386	0.341932623354	2	0	0
Cdca2	NM_175384|NM_001110162	64.5600520894	695	166	0
Trhr	NM_013696	0.0	0	0	0
Gli1	NM_010296	0.0	0	0	0
Nlrp1c-ps	NR_027858	0.0	0	0	0
Rbm12b	NM_028226	3.24680568267	12	0	0
Zdbf2	NM_028673	2.53478689261	89	0	12
Fam161a	NM_028672	0.0	0	0	0
Kcna10	NM_001081140	0.0	0	0	0
Trim33	NM_001079830|NM_053170	40.9377353737	974	4	16
Ear2	NM_007895	0.0	0	0	0
Ednrb	NM_001136061|NM_007904	0.0	0	0	0
Fgf17	NM_008004	0.0	0	0	0
Slc13a5	NM_001004148	0.0	0	0	0
Xaf1	NM_001037713	0.0731562116128	1	0	0
Grm5	NM_001081414|NM_001143834	0.0	0	0	0
Smtnl2	NM_177776	0.0	0	0	0
Ggt6	NM_027819	0.0	0	0	0
Lrrc51	NM_001162973|NM_027053|NM_001162974	0.0	0	0	0
Sgsm1	NM_172718|NR_027934|NM_001162965|NR_027936|NR_027937	0.0	0	0	0
Kiss1r	NM_053244	0.0	0	0	0
Foxp2	NM_053242|NM_212435	0.0	0	0	0
Spns3	NM_029932	0.0	0	0	0
Etl4	NM_001081006|NM_029895|NM_178059|NM_001177631|NM_001177630	36.3088420814	712	32	60
Grb10	NM_001177629|NM_010345	0.0	0	0	0
Slc45a3	NM_001177628|NM_145977	0.0	0	0	0
Slc5a12	NM_001177624|NM_001003915	0.0	0	0	0
Slc5a6	NM_001177622|NM_177870|NM_001177621	232.302829031	1513	313	10
Rfpl4b	NM_001177783	0.0	0	0	0
Gpr174	NM_001177781|NM_001033251|NM_001177782	0.0	0	0	0
Cd97	NM_001163029|NM_001163030|NM_001163031|NM_011925	0.0	0	36	23
Rapgef4	NM_001204165|NM_001204167|NM_019688|NM_001204166	0.0	0	0	0
Eno2	NM_013509	0.0	0	0	0
Mpp6	NM_019939|NM_001164733|NM_001164734	0.160732954588	1	0	0
Setd3	NM_028262	19.8997767648	76	0	0
Cript	NM_019936	1063.79744104	3199	161	456
Ovol1	NM_019935	0.0	0	0	0
Ptpn4	NM_019933	0.0	0	0	0
Smoc1	NM_022316|NM_001146217	0.0	0	0	0
Rab43	NM_001039394|NM_133717	0.0	0	0	0
Krt18	NM_010664	48.3201081009	184	0	17
Alox5ap	NM_009663	2.50924092572	6	0	0
Krt13	NM_010662	0.0	0	0	0
Nop58	NM_018868	70.7609750629	392	9	20
Scp2	NM_011327	0.931287158002	4	0	0
Sct	NM_011328	0.0	0	0	0
Olfr75-ps1	NR_002859|NR_033528	0.0	0	0	0
Olfr380	NM_147025	0.0	0	0	0
Olfr381	NM_147022	0.0	0	0	0
Olfr382	NM_146443	0.0	0	0	0
Olfr385	NM_147023	0.0	0	0	0
Olfr384	NM_207224	0.0	0	0	0
Dhtkd1	NM_001081131	1.5659982147	16	0	0
Olfr390	NM_146347	0.0	0	0	0
Scnn1b	NM_011325	0.0	0	0	0
Olfr393	NM_147008	0.0	0	0	0
Olfr394	NM_147007	0.0	0	0	0
Olfr395	NM_147005	0.0	0	0	0
Olfr23	NM_010970	0.0	0	0	0
Olfr397	NM_146346	0.0	0	0	0
Olfr398	NM_146710	0.0	0	0	0
Olfr139	NM_147003	0.0	0	0	0
Olfr399	NM_147004	0.0	0	0	0
Olfr401	NM_146706	0.0	0	0	0
Olfr402	NM_146708	0.0	0	0	0
Olfr403	NM_207622	0.0	0	0	0
S100a3	NM_011310	0.0	0	0	0
Olfr406-ps	NM_001011863	0.0	0	0	0
Olfr410	NM_146707	0.0	0	0	0
Olfr412	NM_001011851	0.0	0	0	0
Dntt	NM_001043228|NM_009345	0.0	0	0	0
Sema3b	NM_001042779|NM_009153	0.0	0	0	0
Fam65b	NM_178658|NM_001080381|NM_029679	0.0	0	0	0
Schip1	NR_036665	0.0	0	0	0
Mir1902	NR_035432	0.0	0	0	0
Mir1224	NR_035407	0.0	0	0	0
Rreb1	NM_026830|NR_033615|NM_001177868|NM_001039188|NR_033218|NM_001177869	0.13284128652	2	1	0
Ccl25	NR_033527|NM_009138	0.0	0	0	0
Lrp8	NR_033496|NM_001080926	0.0	0	0	0
Cbs	NM_178224|NM_144855	24.4450361675	166	54	0
Shisa4	NM_175259	0.300124895037	1	0	0
Snord91a	NR_028562	0.0	0	0	0
Galnt6	NM_001161767|NM_001161768|NM_172451	0.126998787179	2	0	0
Fmo5	NM_001161763|NM_001161765|NM_010232	0.0	0	0	0
Mir684-1	NR_030454	0.0	0	0	0
Mir212	NR_029794	0.0	0	0	0
Dph1	NM_144491	0.262996068342	1	0	0
Slc22a19	NM_144785	0.0	0	0	0
Acat1	NM_144784	102.231543886	966	47	58
Cep55	NM_028293|NM_028760|NM_001164362	0.0	0	0	0
Fcgr4	NM_144559	0.0	0	0	0
Bivm	NM_144558	0.0	0	0	0
Ttc21a	NM_028735	0.0	0	0	0
2210403K04Rik	NR_030711	24.1518818884	113	0	0
Sprr2g	NR_003548	0.0	0	0	0
H2afy3	NR_003523	0.0	0	0	0
Neat1	NR_003513	0.786918594793	7	2	2
Gm17821	NR_033146	0.0	0	0	0
Gm17762	NR_028378	0.0	0	0	0
Gm17801	NR_027452	0.0	0	0	0
Gm17769	NR_027377	0.0	0	0	0
Foxl2os	NR_003248	0.0	0	0	0
A130040M12Rik	NR_002860	0.0	0	0	0
Malat1	NR_002847	21.6469442826	417	90	16
Nespas	NR_002846	0.0	0	0	0
Hist1h1e	NM_015787	0.0	0	0	0
Mmp19	NM_001164197|NM_021412	0.0	0	0	0
Fam122c	NM_028671	0.0	0	0	0
4930415F15Rik	NM_028669	0.0	0	0	0
D3Ertd751e	NM_028667|NM_027271|NM_001099785	0.0	0	0	0
Ush2a	NM_021408	0.0	0	0	0
Klk9	NM_028660	0.0	0	0	0
4930404H21Rik	NM_028654	0.0	0	0	0
Trem1	NM_021406	0.0	0	0	0
Hyou1	NM_021395	0.905632751506	11	0	0
4930432K09Rik	NM_028648|NM_001163551	0.0	0	0	0
Zbp1	NM_021394|NM_001139519	0.0	0	0	0
Cobra1	NM_021393	2.16699962135	16	3	2
Srrm3	NM_021403	0.0	0	0	0
Ppp1r1a	NM_021391	0.0	0	0	0
Osbpl5	NM_024289|NM_001199227	0.0	0	0	0
Ccdc67	NM_181816	0.0	0	0	0
Hsd17b14	NM_025330	0.0	0	0	0
Krtcap2	NM_025327	87.9028592769	127	7	14
Tmem176a	NM_025326|NM_001098271	0.0	0	0	0
Glod4	NM_026029	137.456700255	921	19	30
Csrnp3	NM_178634|NM_153409	0.0	0	0	0
Timm22	NM_019818|NM_023355	117.169129547	904	267	1
Repin1	NM_175099|NM_001079905|NM_001079904|NM_001079902|NM_001079903|NM_001079901	0.120780732193	1	0	0
Ccdc126	NM_175098	52.9982768193	337	3	60
2310022A10Rik	NM_175107|NM_001122767	10.9056882131	55	0	10
Gsdmc2	NM_177912|NM_001168274	39.7879408103	106	17	0
Gm4884	NM_183166	0.0	0	0	0
BC006779	NM_183162	0.0	0	0	0
Cyp2ab1	NM_183158	0.0	0	0	0
Zfyve1	NM_183154	38.0780066816	413	72	0
Gosr1	NM_016810	9.33694529846	112	25	0
Tulp4	NM_001103181|NM_054040	20.569335789	190	0	39
Mapkbp1	NM_011941	0.0	0	0	0
Ccdc55	NM_001012309	61.4138341725	531	0	190
Mir423	NR_030756	0.0	0	0	0
Efcab5	NM_176965	0.0	0	0	0
Dcaf6	NM_028759	0.0540806518918	1	0	0
Coro6	NM_139128|NM_139129|NM_139130	0.0	0	0	0
Ankrd13b	NM_172945	1.07058940376	10	0	0
Sstr2	NM_001042606|NM_009217	0.0	0	0	0
Cd74	NM_001042605|NM_010545	0.0	0	0	0
Mtap6	NM_001048167|NM_010837|NM_001043355	0.0	0	0	0
Map3k12	NM_009582|NM_001163643	0.661211485231	7	0	2
Cd47	NM_010581	0.559794083219	3	0	0
Il1rap	NM_001159318|NM_008364|NM_001159317|NM_134103	0.0	0	0	0
Nfasc	NM_001160318|NM_001160317|NM_182716|NM_001160316	0.0	0	0	0
4931428F04Rik	NM_001166394|NM_028888	0.0	0	0	0
Gm11190	NR_033549	0.0	0	0	0
Acvr2a	NM_007396	0.0	0	0	0
Supt3h	NM_178652	3.85325556406	16	1	0
Slc30a9	NM_178651	0.209409923831	2	0	0
Mir144	NR_029556	0.0	0	0	0
Mir30a	NR_029533	0.0	0	0	0
Mir29b-1	NR_029532	0.0	0	0	0
Mir27b	NR_029531	0.0	0	0	0
Olfr155	NM_019473	0.0	0	0	0
Ly6c1	NM_010741	0.0	0	0	0
Bcl10	NM_009740	82.0271569162	379	116	19
Muc13	NM_010739	0.0	0	0	0
Fbxl4	NM_172988	0.144069634971	1	0	0
Snord42a	NR_037682	0.0	0	0	0
Snord4a	NR_030702	0.0	0	0	0
Snord42b	NR_037683	0.0	0	0	0
Pik3cd	NM_008840|NM_001164050|NM_001164049|NM_001164052|NM_001164051|NM_001029837	0.308152394386	4	1	0
Pik3ca	NM_008839	46.9158108124	1164	66	49
Pigf	NM_008838	130.936766854	246	46	24
Pick1	NM_008837|NM_001045558	0.0	0	0	0
Pgr	NM_008829	0.0	0	0	0
Abcb4	NM_008830	0.0	0	0	0
Pgk1	NM_008828	0.0	0	0	0
Pgf	NM_008827	0.0	0	0	0
Pigs	NM_201406	0.0	0	0	0
Mlx	NM_001159385|NM_011550|NM_001159384	0.427211316757	2	0	0
Chn1	NM_001166604|NM_175752|NM_001113246|NM_001166603|NM_029716	0.127338428649	1	0	0
Gm11194	NR_003282	0.0	0	0	0
Reg3g	NM_011260	0.0	0	0	0
Rfc1	NM_011258	81.115111462	1072	197	67
5430402E10Rik	NM_027768	0.0	0	0	0
Pqbp1	NM_019478	393.065838099	1166	33	15
Hepacam2	NM_178899	0.159726576518	1	0	0
Wdr92	NM_178909	0.366682366626	3	0	0
Fam26e	NM_178908	0.0	0	0	0
Zfp956	NM_178898	0.0	0	0	0
Mapkapk3	NM_178907	0.0	0	0	0
AI593442	NM_178906	0.508668150392	8	0	0
Dcun1d4	NM_001190734|NM_178896|NM_001190733	0.0	0	0	0
Fam58b	NM_197989	0.0	0	0	0
Fam13c	NM_001143777|NM_001143776|NM_024244	0.338862396951	2	0	0
Mpped2	NM_001143683|NM_029837	83.1026918811	536	0	67
Fam70b	NM_001143672|NM_001143671	0.0	0	0	0
Ociad1	NM_001159888|NM_001159887|NM_023429|NM_001159889	78.4036727244	342	23	8
Trp53inp1	NM_001199105|NM_021897	24.0108265201	363	0	23
4930522H14Rik	NM_001199090|NM_026291	0.0	0	0	0
1810074P20Rik	NM_026194	0.0	0	0	0
Ppp1r16a	NM_033371	0.0	0	0	0
Gm11202	NR_003283	0.0	0	0	0
Mir23b	NR_029530	0.0	0	0	0
Mir676	NR_030525	0.0	0	0	0
E130317F20Rik	NR_029447	0.0	0	0	0
Prkx	NM_016979	16.5409098578	147	5	0
Itih2	NM_010582	0.0	0	0	0
Coro2a	NM_178893|NM_001164804	0.0	0	0	0
Tiparp	NM_178892	62.0149704359	689	81	81
Prmt6	NR_024139|NM_178891	29.7017201464	204	0	9
AI467606	NM_178901	0.372417752965	2	0	1
Zscan29	NM_178889	0.0	0	0	0
1110002N22Rik	NM_183275	178.990569686	645	44	0
Tm9sf4	NM_133847	0.0	0	0	0
Smyd4	NM_001102611	0.0	0	0	0
Tomm6	NM_001164729|NM_025365	217.174851613	588	17	28
Id2	NM_010496	0.0	0	0	0
Oxtr	NM_001081147	0.0	0	0	0
Prickle2	NM_001081146|NM_001134461|NM_001134460|NM_001134459	0.0	0	0	0
Cdkl3	NM_001166653|NM_001166657|NM_001166655|NM_001166656|NM_153785|NM_001166654	0.0	0	0	0
Olfr920	NM_146787	0.0	0	0	0
Olfr921	NM_146782	0.0	0	0	0
Olfr922	NM_146781	0.0	0	0	0
Olfr715	NM_146780	0.0	0	0	0
Olfr1406	NM_146763	0.0	0	0	0
Olfr556	NM_146754	0.0	0	0	0
Olfr43	NM_146711	0.0	0	0	0
Olfr411	NM_146709	0.0	0	0	0
Olfr1443	NM_146698	0.0	0	0	0
Olfr1477	NM_146696	0.0	0	0	0
Olfr732	NM_146665	0.0	0	0	0
Olfr733	NM_146663	0.0	0	0	0
Olfr418-ps1	NM_146651	0.0	0	0	0
Olfr1166	NM_146650	0.0	0	0	0
Olfr121	NM_146629	0.0	0	0	0
Olfr292	NM_146620	0.0	0	0	0
Olfr695	NM_146598	0.0	0	0	0
Olfr702	NM_146597	0.0	0	0	0
Olfr710	NM_146601	0.0	0	0	0
Olfr1020	NM_146580	0.0	0	0	0
Olfr1033	NM_146578	0.0	0	0	0
Olfr843	NM_146567	0.0	0	0	0
Strn	NM_011500	0.0	0	0	0
Gm11426	NR_033582	0.0	0	0	0
Lrig1	NM_008377	0.0	0	0	0
Nelf	NM_001177655|NM_001177654|NM_020276|NM_001039387|NM_001039386	0.128974843805	1	0	0
Fnbp1	NM_001177650|NM_001177649|NM_001177648|NM_001038700|NM_019406	2.25742661973	30	4	0
Fndc8	NM_030224	0.0	0	0	0
Nle1	NM_145431	1.81909316686	9	0	0
St8sia5	NM_153124|NM_013666	0.0	0	0	0
Slfn5	NM_183201	0.188137993904	3	0	0
Smad9	NM_019483	0.0	0	0	0
Slfn8	NM_001167743|NM_181545	0.0	0	0	0
Lypd1	NM_145100	0.0	0	0	0
Mmp28	NM_172797|NM_080453	0.0	0	0	0
Btbd7	NM_172806	0.0	0	0	0
Slfn9	NM_172796	0.0	0	0	0
AI662270	NR_015519	0.325271971852	1	0	0
Slfn14-ps	NM_001166028	0.0	0	0	0
AA465934	NR_028363	0.0	0	0	0
AI450353	NR_028364	50.5434108949	136	15	0
Snord7	NR_028362	0.0	0	0	0
Glrb	NM_010298	0.0	0	0	0
Surf6	NM_009298	0.570069633031	4	0	0
Syt4	NM_009308	0.0	0	0	0
Syt2	NM_009307	0.0	0	0	0
Glra4	NM_010297	0.0	0	0	0
Fgd2	NM_013710|NM_001159538	0.0	0	0	0
Irx4	NM_018885	0.0	0	0	0
Ccl9	NM_011338	0.50055868969	4	0	0
E230016K23Rik	NR_036452|NR_036453	0.0	0	0	0
Rnf13	NM_001113413|NM_011883	110.90826138	831	8	105
Tdrd6	NM_001161367|NM_001161366|NM_198418	0.0	0	0	0
Gm11428	NM_001081957	0.0	0	0	0
Wdr76	NM_030234	0.0	0	0	0
Saal1	NM_030233	0.152010480993	2	0	0
Synrg	NM_001115009|NM_194341	0.0	0	0	0
Lmbrd1	NM_026719	0.134925812276	2	0	0
Ankrd13d	NM_026720	0.0	0	0	0
Ccdc163	NM_026714	10.590898273	36	0	0
Pbx3	NM_016768	0.0	0	0	0
Batf	NM_016767	0.0	0	0	0
Ddah2	NM_016765|NM_001190449	0.539499433676	2	0	0
Prdx4	NM_016764	0.0	0	0	0
Hsd17b10	NM_016763	123.296643899	315	9	9
Manea	NM_172865	0.0780994150653	1	0	0
Frem2	NM_172862	0.0	0	0	0
Slc7a14	NM_172861	0.0	0	0	0
Cbfa2t2	NM_172860|NM_009823	0.199561533858	3	0	0
Pak7	NM_172858	0.0	0	0	0
Lass6	NM_172856	36.8508314187	406	0	100
Galnt5	NM_172855	0.0	0	0	0
Cdk1	NM_007659	870.893185805	6974	587	753
Appbp2	NM_025825	191.287138294	1287	23	11
D630032N06Rik	NR_028329	0.0	0	0	0
Baiap3	NM_001163270	0.0	0	57	0
Lsm10	NM_001163266|NM_138721	50.203385358	122	0	0
Fblim1	NM_001163256|NM_133754	39.1839960811	323	179	2
Tst	NM_009437	0.0	0	0	0
Hivep2	NM_010437	0.0	0	0	0
H2afx	NM_010436	0.283002080106	1	0	0
Tssk2	NM_009436	0.0	0	0	0
Rgs1	NM_015811	0.0	0	0	0
Dhrs2	NM_027790	0.0	0	0	0
BC027072	NM_146082	0.0	0	0	0
Lrrc42	NM_029985	9.76260478616	48	1	0
Fam159b	NM_029984	0.0	0	0	0
Sla2	NM_029983	0.988087341271	6	22	11
Adamtsl2	NM_029981	0.0	0	0	0
Ubr2	NM_146078|NM_001177374	21.9735699324	464	77	0
Trim35	NM_029979	0.0997900600988	1	0	2
Fam57b	NM_026884|NM_029978|NM_001146347	16.7825911475	89	0	26
Cdkn2aipnl	NM_029976	2.4014834931	13	4	0
Pmch	NM_029971	0.0	0	0	0
Tifab	NM_145976|NM_001168615	0.0	0	0	0
Nup188	NM_198304	5.82649873389	93	0	0
Dhx40	NM_026191	20.3556211193	209	0	30
Gm5169	NM_001040669	0.0	0	0	0
Ncald	NM_001170866|NM_001170868|NM_001170867|NM_134094	0.0	0	0	0
BC068281	NM_001170858|NM_173416	2.60402839876	15	0	0
1200011M11Rik	NM_024262	18.7389374855	169	2	15
Pcdhga9	NM_033592	0.0	0	0	0
Mir301	NR_029652	0.0	0	0	0
Fam163b	NM_175427	0.0	0	0	0
C1qtnf7	NM_001135172|NM_175425	0.0	0	0	0
Prr9	NM_175424	0.0	0	0	0
Orai1	NM_175423	0.190886491231	1	0	0
Actr5	NM_175419	0.0	0	0	0
Mybpc1	NM_175418	0.0	0	0	0
9530008L14Rik	NM_175417|NM_001145875	96.3733003506	633	48	2
Tspan9	NM_175414	0.454387563732	5	0	0
Lrrc39	NM_175413|NM_027321	0.0	0	0	0
Stmn3	NM_009133	47.6302963923	152	0	6
En1	NM_010133	0.0	0	0	0
Mfi2	NM_013900	0.0	0	0	0
Mir142	NR_029555	0.0	0	0	0
Nudt13	NM_026341	0.0	0	0	0
Lce1h	NM_026335	0.0	0	0	0
Fkbp3	NM_013902	608.725075969	1084	108	56
2010106E10Rik	NM_026333|NM_001168590	0.0	0	0	0
Dnajc19	NM_001026211|NM_026332	106.104270924	102	23	23
Spdef	NM_013891	0.0	0	0	0
Nsmce1	NM_026330	131.817173706	382	17	9
Fbxw2	NM_013890|NM_001164770|NM_001164768|NM_001164769|NM_001164772	1.61932513545	12	0	0
Zfp292	NM_013889	0.0	0	0	0
Olfr462	NM_146411	0.0	0	0	0
Olfr463	NM_146413	0.0	0	0	0
Rlim	NM_011276	11.8168879318	246	36	0
Rnaseh1	NM_011275	0.0	0	0	0
Nid2	NM_008695	0.0	0	0	0
Vezf1	NM_016686	11.7097909867	148	0	31
Bola2	NM_175103	282.963450742	267	0	0
Gmppb	NM_177910	50.3851406792	215	27	10
Ticam1	NM_174989	0.0	0	0	0
Nek1	NM_175089	0.0	0	0	0
LOC100504473	NM_001201341	0.0	0	0	0
Tbrg4	NM_001130457|NM_134011	13.537575653	89	7	0
Cyp7b1	NM_007825	0.0	0	0	0
Cyp7a1	NM_007824	0.0	0	0	0
Gm15698	NR_003564	360.704870294	710	0	0
2210409E12Rik	NR_003492	1401.839464	1127	0	0
Coil	NM_016706	0.0	0	0	0
Rbm47	NM_001127382|NM_178446|NM_139065	129.006301636	1684	44	130
Bri3	NM_001163709|NM_018772	0.0	0	0	0
4932438H23Rik	NM_001163695|NM_028905	0.0	0	0	0
Dcun1d3	NM_001163703|NM_173408	0.0657300536782	1	0	0
Ankfn1	NM_001080933	0.0	0	0	0
Gm5082	NM_177808|NM_001145878	0.0	0	0	0
Skap1	NM_001177898|NM_001177899|NM_001033186	0.0	0	0	0
Tmem126b	NM_026734	0.0	0	0	0
Nasp	NM_016777|NM_001081475	416.801284742	2744	350	169
Dusp23	NM_026725	0.0	0	0	0
